
"IDCOTIZA","IDCLTE","FECHA","STATUS","VALOR_USD","VALOR_MXP","IDUSRELAB","IDUSRVEND","CDMESS","OV","PO","DESCRIPCION","FECHAOV","ID_SOLICITUD","FECHA_ELABORA_SOLICITUD","FECHA_ASIGNACION_SOLICITUD","IDCONTACTO","id","CANT","PROYECTO","MARCA","MOCELO","SERIE"
"61-2023","1947","2023-01-03 13:07:19","Canceladas","333.533453","6500.0000000000","277","336","G1-65","SIN OV","SIN PO","MSA (Análisis de sistema de medición). Curso Abierto / Modalidad: Presencial. Duración: 24 horas (3 sesiones) . Costo por persona. -Registro ante la STPS.","","MESS-SCT-22-2023","2023-01-02 17:34:10","2023-01-02 17:42:40","-","82079","1","58080","-","-","-"
"61-2023","1947","2023-01-03 13:07:19","Canceladas","2463.016271","48000.0000000000","277","336","G1-40","SIN OV","SIN PO","Análisis de Sistema de Medición 4ta. Edición (MSA). Modalidad: Instalaciones del cliente. Duración: 24 horas (3 sesiones). Cupo máximo por evento:10 participantes. Registro ante la STPS.","","MESS-SCT-22-2023","2023-01-02 17:34:10","2023-01-02 17:42:40","-","82079","1","58080","-","-","-"
"293-2023","1950","2023-01-06 15:46:39","Ganadas","500.000000","9683.6000000000","366","174","S3-308","434-2023","4500102707 NB","Calibración de microscopio. Servicio realizado con acreditamiento A2LA. Servicio de calibración Oro.","2023-01-23 17:43:01","MESS-SCT-241-2023","2023-01-06 09:52:02","2023-01-06 10:46:14","-","82311","1","58310","ZEISS","AX10 VERT. A1","3848001169"
"293-2023","1950","2023-01-06 15:46:39","Ganadas","80.000000","1549.3760000000","366","174","Sin registro","434-2023","4500102707 NB","Viáticos","2023-01-23 17:43:01","MESS-SCT-241-2023","2023-01-06 09:52:02","2023-01-06 10:46:14","-","82311","1","58310","-","-","-"
"294-2023","3338","2023-01-06 15:51:11","En proceso","709.963237","13750.0000000000","14","319","P3-277","SIN OV","SIN PO","Special Straight Styli M3 D:3.0mm L:11.0mm","","MESS-CT-294-2023","2023-01-06 15:51:11","2023-01-06 15:51:11","-","82312","5","58314","-","-","-"
"295-2023","868","2023-01-06 16:13:03","Canceladas","4200.000000","81342.2400000000","295","30","S1-253","SIN OV","SIN PO","Calibración de CMM Accura Vast, Opción Extendido. Servicio con Acreditación EMA.","","MESS-SCT-264-2023","2023-01-06 13:35:55","2023-01-06 15:18:31","-","82313","1","58341","-","-","-"
"4358-2022","3951","2022-04-13 12:32:09","Canceladas","131.384477","2606.7600000000","125","336","P29-232","2881-2022","2000125393","SamplKlip Clips, Stainless Steel","2022-05-18 12:30:09","MESS-SCT-3304-2022","2022-04-13 11:23:16","2022-04-13 11:56:01","-","71093","2","48832","-","-","-"
"4358-2022","3951","2022-04-13 12:32:09","Canceladas","193.742660","3843.9900000000","125","336","P29-234","2881-2022","2000125393","SamplKlip I Clips, Plastic","2022-05-18 12:30:09","MESS-SCT-3304-2022","2022-04-13 11:23:16","2022-04-13 11:56:01","-","71093","3","48832","-","-","-"
"4358-2022","3951","2022-04-13 12:32:09","Canceladas","606.232643","12028.0800000000","125","336","P29-233","2881-2022","2000125393","Specimen Clips, Plastic","2022-05-18 12:30:09","MESS-SCT-3304-2022","2022-04-13 11:23:16","2022-04-13 11:56:01","-","71093","2","48832","-","-","-"
"287-2023","821","2023-01-06 14:05:52","Ganadas","41.306952","800.0000000000","346","213","L2-8","154-2023","23897","Calibración de calibrador de alturas de 0 mm hasta 600 mm. Servicio con acreditación ema. Incertidumbre mínima declara U = ± (11 + 0.0019*L), L en mm.","2023-01-10 16:14:17","MESS-SCT-244-2023","2023-01-06 10:14:36","2023-01-06 10:17:42","-","82305","1","58315","Mahr","Sin referencia","Sin referencia"
"287-2023","821","2023-01-06 14:05:52","Ganadas","46.470321","900.0000000000","346","213","L2-85","154-2023","23897","Calibración de calibrador (digital, vernier o carátula) mayor de 600 hasta 1000 mm. Servicio con acreditación ema. Incertidumbre mínima declara U = ± (10 + 0.007*L), L en mm.","2023-01-10 16:14:17","MESS-SCT-244-2023","2023-01-06 10:14:36","2023-01-06 10:17:42","-","82305","1","58315","Mitutoyo","Sin referencia","0063153"
"10243-2022","159","2022-08-25 10:31:51","Ganadas","1165.000000","23206.5670000000","348","241","P11-148","5700-2022","117145","UNIVERSAL JOYSTICK ASSY","2022-09-14 19:20:29","MESS-SCT-6183-2022","2022-07-05 13:13:46","2022-08-22 11:31:41","-","76978","1","44764","-","-","-"
"298-2023","5","2023-01-06 16:30:15","Perdidas","2000.000000","38734.4000000000","120","171","S2-20","SIN OV","SIN PO","Calibración de CMM Xcel 12-22-10  Automática, opción extendido. Servicio con acreditación EMA.","","MESS-SCT-267-2023","2023-01-06 14:23:35","2023-01-06 15:17:44","-","82316","1","58345","-","-","-"
"301-2023","297","2023-01-06 16:54:30","Perdidas","380.000000","7359.5360000000","318","213","S5-89","SIN OV","SIN PO","Calibración de comparador óptico PH-3500 con acreditación EMA","","MESS-SCT-259-2023","2023-01-06 13:06:37","2023-01-06 13:34:04","-","82319","1","58336","-","-","-"
"9175-2022","5183","2022-08-02 11:31:52","Canceladas","23031.000000","466684.0623000000","125","319","P28-39","SIN OV","SIN PO","Rockwell 574, Regular & Superficial Scales","","MESS-SCT-7075-2022","2022-08-01 21:27:18","2022-08-02 08:00:08","-","75910","1","52963","-","-","-"
"9175-2022","5183","2022-08-02 11:31:52","Canceladas","1563.000000","31671.5379000000","125","319","P28-726","SIN OV","SIN PO","Rockwell Twin Scale Accessory Kit","","MESS-SCT-7075-2022","2022-08-01 21:27:18","2022-08-02 08:00:08","-","75910","1","52963","-","-","-"
"9175-2022","5183","2022-08-02 11:31:52","Canceladas","1612.000000","32664.4396000000","125","319","P6-646","SIN OV","SIN PO","Acondicionador de señal","","MESS-SCT-7075-2022","2022-08-01 21:27:18","2022-08-02 08:00:08","-","75910","1","52963","-","-","-"
"9175-2022","5183","2022-08-02 11:31:52","Canceladas","1800.000000","36473.9400000000","125","319","P6-103","SIN OV","SIN PO","Mesa Mess Heavy Duty","","MESS-SCT-7075-2022","2022-08-01 21:27:18","2022-08-02 08:00:08","-","75910","1","52963","-","-","-"
"15269-2022","598","2022-12-29 11:57:55","Ganadas","250.000257","4860.1800000000","175","10","L1-20","81-2023","4502768180","Medición con requerimientos específicos. Servicio con Acreditación EMA.","2023-01-05 16:05:13","MESS-SCT-11640-2022","2022-12-29 11:39:51","2022-12-29 11:55:30","-","82004","1","58045","Sin referencia","Sin referencia","Sin referencia"
"15269-2022","598","2022-12-29 11:57:55","Ganadas","250.000257","4860.1800000000","175","10","L1-20","81-2023","4502768180","Medición con requerimientos específicos. Servicio con Acreditación EMA.","2023-01-05 16:05:13","MESS-SCT-11640-2022","2022-12-29 11:39:51","2022-12-29 11:55:30","-","82004","1","58045","Sin referencia","Sin referencia","Sin referencia"
"302-2023","5795","2023-01-06 17:23:49","Ganadas","903.589574","17500.0000000000","346","336","S10-74","163-2023","OCE-5068","Calibración de Medidor de Tensión (0-10 kHz.) o corriente Eléctrica (0-1 kHz.). Alcance de 0 a 1000 V ó 0 a 20 A Servicio con Acreditación PJLA.","2023-01-11 10:18:27","MESS-SCT-274-2023","2023-01-06 17:03:07","2023-01-06 17:05:55","-","82320","7","58353","-","-","-"
"302-2023","5795","2023-01-06 17:23:49","Ganadas","232.351605","4500.0000000000","346","336","Sin registro","163-2023","OCE-5068","Viáticos","2023-01-11 10:18:27","MESS-SCT-274-2023","2023-01-06 17:03:07","2023-01-06 17:05:55","-","82320","1","58353","-","-","-"
"302-2023","5795","2023-01-06 17:23:49","Ganadas","1265.025404","24500.0000000000","346","336","L7-36","163-2023","OCE-5068","Calibración de Medidor de Tensión o corriente eléctrica (a.c.o c.c.). Alcance de 0 a 1000 V ó 0 a 20 A Servicio con Acreditación PJLA.","2023-01-11 10:18:27","MESS-SCT-274-2023","2023-01-06 17:03:07","2023-01-06 17:05:55","-","82320","7","58353","-","-","-"
"302-2023","5795","2023-01-06 17:23:49","Ganadas","903.589574","17500.0000000000","346","336","L7-36","163-2023","OCE-5068","Calibración de Medidor de Tensión o corriente eléctrica (a.c.o c.c.). Alcance de 0 a 1000 V ó 0 a 20 A Servicio con Acreditación PJLA.","2023-01-11 10:18:27","MESS-SCT-274-2023","2023-01-06 17:03:07","2023-01-06 17:05:55","-","82320","7","58353","-","-","-"
"303-2023","2431","2023-01-06 17:28:47","Ganadas","851.000000","16481.4872000000","229","357","P4-550","1063-2023","9200","Test stand, hand wheel-operated, 100 lbF / 500 N","2023-02-20 15:39:47","MESS-SCT-258-2023","2023-01-06 13:06:36","2023-01-06 14:10:26","-","82321","1","58331","Mark-10","M3-100","4190452"
"303-2023","2431","2023-01-06 17:28:47","Ganadas","816.500000","15813.3188000000","229","357","P4-347","1063-2023","9200","Force gauge, 100 lbF / 50 kgF / 500 N, M3-100","2023-02-20 15:39:47","MESS-SCT-258-2023","2023-01-06 13:06:36","2023-01-06 14:10:26","-","82321","1","58331","-","-","-"
"303-2023","2431","2023-01-06 17:28:47","Ganadas","264.500000","5122.6244000000","229","357","P4-618","1063-2023","9200","Compression plate, 3"" dia. with vented channels, 5/16-18F","2023-02-20 15:39:47","MESS-SCT-258-2023","2023-01-06 13:06:36","2023-01-06 14:10:26","-","82321","2","58331","-","-","-"
"303-2023","2431","2023-01-06 17:28:47","Ganadas","180.720000","3500.0403840000","229","357","L5-15","1063-2023","9200","Calibración de Máquina o Instrumento medidor de fuerza. Alcance de 0,2N a 1000N. Dos sentidos (tracción y compresión). Servicio con Acreditación EMA.","2023-02-20 15:39:47","MESS-SCT-258-2023","2023-01-06 13:06:36","2023-01-06 14:10:26","-","82321","1","58331","-","-","-"
"303-2023","2431","2023-01-06 17:28:47","Ganadas","50.000000","968.3600000000","229","357","Sin registro","1063-2023","9200","Mensajeria","2023-02-20 15:39:47","MESS-SCT-258-2023","2023-01-06 13:06:36","2023-01-06 14:10:26","-","82321","1","58331","-","-","-"
"304-2023","1574","2023-01-06 17:31:43","Ganadas","722.871659","14000.0000000000","174","174","S7-2","555-2023","1127","Calibración de mesa de planitud con longitud de 160 mm a 800 mm. Servicio en sitio. Servicio con acreditación ema. Calibración con Niveles electrónicos. Incertidumbre mínima declarada U = ± (1.7 + 0.0016 * L) µm, L en mm.","2023-01-26 15:38:23","MESS-CT-304-2023","2023-01-06 17:31:43","2023-01-06 17:31:43","-","82322","7","58356","Sin referencia","Sin referencia","Sin referencia"
"304-2023","1574","2023-01-06 17:31:43","Ganadas","722.871659","14000.0000000000","174","174","S7-2","555-2023","1127","Calibración de mesa de planitud con longitud de 160 mm a 800 mm. Servicio en sitio. Servicio con acreditación ema. Calibración con Niveles electrónicos. Incertidumbre mínima declarada U = ± (1.7 + 0.0016 * L) µm, L en mm.","2023-01-26 15:38:23","MESS-CT-304-2023","2023-01-06 17:31:43","2023-01-06 17:31:43","-","82322","7","58356","Mitutoyo","Graplate","1710054"
"304-2023","1574","2023-01-06 17:31:43","Ganadas","180.717915","3500.0000000000","174","174","S7-3","555-2023","1127","Calibración de mesa de planitud con longitud mayor a 1210 mm hasta 1530 mm. Servicio en sitio. Servicio con acreditación ema. Calibración con Niveles electrónicos. Incertidumbre mínima declarada U = ± (1.7 + 0.0016 * L) µm, L en mm.","2023-01-26 15:38:23","MESS-CT-304-2023","2023-01-06 17:31:43","2023-01-06 17:31:43","-","82322","1","58356","Vertex","S/R","S/R"
"304-2023","1574","2023-01-06 17:31:43","Ganadas","61.960428","1200.0000000000","174","174","Sin registro","555-2023","1127","Viáticos","2023-01-26 15:38:23","MESS-CT-304-2023","2023-01-06 17:31:43","2023-01-06 17:31:43","-","82322","1","58356","S/R","S/R","S/R"
"259-2023","1475","2023-01-06 09:38:55","En proceso","160.064439","3100.0000000000","346","32","L15-1","SIN OV","SIN PO","Calibración/Medición de Equipo por Contratación Externa (Calibración/Medición de Equipo por Contratación Externa)","","MESS-SCT-181-2023","2023-01-05 09:29:12","2023-01-05 09:40:48","-","82277","1","58249","-","-","-"
"259-2023","1475","2023-01-06 09:38:55","En proceso","624.767648","12100.0000000000","346","32","L15-1","SIN OV","SIN PO","Calibración/Medición de Equipo por Contratación Externa (Calibración/Medición de Equipo por Contratación Externa)","","MESS-SCT-181-2023","2023-01-05 09:29:12","2023-01-05 09:40:48","-","82277","1","58249","-","-","-"
"306-2023","1560","2023-01-06 18:03:24","Ganadas","460.000000","8908.9120000000","78","213","S4-71","177-2023","AUSD015757","Medición y Verificación de Checking Fixture con CMM Tipo Brazo Articulado, método palpado y metrólogo especialista. Servicio con Acreditación EMA.","2023-01-11 11:53:10","MESS-SCT-275-2023","2023-01-06 17:24:55","2023-01-06 17:32:47","-","82324","1","58354","-","-","-"
"306-2023","1560","2023-01-06 18:03:24","Ganadas","460.000000","8908.9120000000","78","213","S4-71","177-2023","AUSD015757","Medición y Verificación de Checking Fixture con CMM Tipo Brazo Articulado, método palpado y metrólogo especialista. Servicio con Acreditación EMA.","2023-01-11 11:53:10","MESS-SCT-275-2023","2023-01-06 17:24:55","2023-01-06 17:32:47","-","82324","1","58354","-","-","-"
"306-2023","1560","2023-01-06 18:03:24","Ganadas","322.000000","6236.2384000000","78","213","Sin registro","177-2023","AUSD015757","Viáticos","2023-01-11 11:53:10","MESS-SCT-275-2023","2023-01-06 17:24:55","2023-01-06 17:32:47","-","82324","1","58354","-","-","-"
"14528-2022","150","2022-12-05 11:09:31","Ganadas","258.502135","5000.0000000000","346","364","L15-1","7847-2022","4100693348","Calibración/Medición de Equipo por Contratación Externa (Calibración/Medición de Equipo por Contratación Externa)","2022-12-20 13:39:08","MESS-SCT-11062-2022","2022-12-02 09:06:34","2022-12-02 11:06:07","-","81263","1","57393","-","-","-"
"14528-2022","150","2022-12-05 11:09:31","Ganadas","23.265192","450.0000000000","346","364","L15-1","7847-2022","4100693348","Calibración/Medición de Equipo por Contratación Externa (Calibración/Medición de Equipo por Contratación Externa)","2022-12-20 13:39:08","MESS-SCT-11062-2022","2022-12-02 09:06:34","2022-12-02 11:06:07","-","81263","1","57393","-","-","-"
"14528-2022","150","2022-12-05 11:09:31","Ganadas","23.265192","450.0000000000","346","364","L15-1","7847-2022","4100693348","Calibración/Medición de Equipo por Contratación Externa (Calibración/Medición de Equipo por Contratación Externa)","2022-12-20 13:39:08","MESS-SCT-11062-2022","2022-12-02 09:06:34","2022-12-02 11:06:07","-","81263","1","57393","-","-","-"
"14528-2022","150","2022-12-05 11:09:31","Ganadas","38.775320","750.0000000000","346","364","L15-1","7847-2022","4100693348","Calibración/Medición de Equipo por Contratación Externa (Calibración/Medición de Equipo por Contratación Externa)","2022-12-20 13:39:08","MESS-SCT-11062-2022","2022-12-02 09:06:34","2022-12-02 11:06:07","-","81263","1","57393","-","-","-"
"14528-2022","150","2022-12-05 11:09:31","Ganadas","95.645790","1850.0000000000","346","364","L15-1","7847-2022","4100693348","Calibración/Medición de Equipo por Contratación Externa (Calibración/Medición de Equipo por Contratación Externa)","2022-12-20 13:39:08","MESS-SCT-11062-2022","2022-12-02 09:06:34","2022-12-02 11:06:07","-","81263","1","57393","-","-","-"
"307-2023","3034","2023-01-09 07:42:34","Canceladas","300.000000","5752.5900000000","175","174","L1-20","SIN OV","SIN PO","Medición con requerimientos específicos. Servicio con Acreditación EMA.","","MESS-SCT-265-2023","2023-01-06 13:41:36","2023-01-06 13:50:46","-","82325","1","58343","-","-","-"
"307-2023","3034","2023-01-09 07:42:34","Canceladas","390.000156","7478.3700000000","175","174","L1-20","SIN OV","SIN PO","Medición con requerimientos específicos. Servicio con Acreditación EMA.","","MESS-SCT-265-2023","2023-01-06 13:41:36","2023-01-06 13:50:46","-","82325","1","58343","-","-","-"
"308-2023","145","2023-01-09 08:35:51","Ganadas","500.000000","9587.6500000000","68","256","S2-55","111-2023","130004859","Servicio de revisión y diagnostico","2023-01-09 09:15:14","MESS-CT-308-2023","2023-01-09 08:35:51","2023-01-09 08:35:51","-","82326","1","58363","-","-","-"
"15078-2022","1492","2022-12-20 10:32:28","Ganadas","2250.000253","44450.3300000000","78","30","S4-50","318-2023","MX1505158","Calibración de Máquina de Medición por Coordenadas Tipo Brazo Articulado, Marca ROMER. Servicio con acreditación EMA.","2023-01-18 13:37:36","MESS-SCT-11362-2022","2022-12-13 16:19:48","2022-12-13 16:29:12","-","81813","1","57729","-","-","-"
"15078-2022","1492","2022-12-20 10:32:28","Ganadas","459.999899","9087.6200000000","78","30","Sin registro","318-2023","MX1505158","Viáticos","2023-01-18 13:37:36","MESS-SCT-11362-2022","2022-12-13 16:19:48","2022-12-13 16:29:12","-","81813","1","57729","-","-","-"
"309-2023","5383","2023-01-09 08:50:51","Canceladas","200.000000","3835.0600000000","125","330","P28-137","SIN OV","SIN PO","50HRB, Rockwell Test Block, Steel","","MESS-SCT-202-2023","2023-01-05 13:20:02","2023-01-05 15:59:11","-","82327","1","58273","-","-","-"
"14948-2022","2132","2022-12-15 09:41:11","Canceladas","23110.080000","455164.5806400000","230","6","P27-130","SIN OV","SIN PO","Omnimet Enterprise Software","","MESS-CT-14948-2022","2023-01-09 09:23:42","2023-01-09 09:23:42","-","81683","1","0","-","-","-"
"14948-2022","2132","2022-12-15 09:41:11","Canceladas","1233.790000","24300.1109450000","230","6","P27-108","SIN OV","SIN PO","Omnimet grain size module","","MESS-CT-14948-2022","2023-01-09 09:23:42","2023-01-09 09:23:42","-","81683","1","0","-","-","-"
"14948-2022","2132","2022-12-15 09:41:11","Canceladas","1785.580000","35167.8908900000","230","6","P29-1460","SIN OV","SIN PO","OmniMet Intercept Grain Size Script","","MESS-CT-14948-2022","2023-01-09 09:23:42","2023-01-09 09:23:42","-","81683","1","0","-","-","-"
"14948-2022","2132","2022-12-15 09:41:11","Canceladas","1465.010000","28854.1044550000","230","6","P27-471","SIN OV","SIN PO","Camera, Alvium U-500c, USB3.1, 5MP, 1/2.5"" w/Cable","","MESS-CT-14948-2022","2023-01-09 09:23:42","2023-01-09 09:23:42","-","81683","1","0","-","-","-"
"14948-2022","2132","2022-12-15 09:41:11","Canceladas","1579.110000","31101.3610050000","230","6","P27-472","SIN OV","SIN PO","Camera, Alvium U-1240, USB3, 12MP, 1/1.7"" w/Cable","","MESS-CT-14948-2022","2023-01-09 09:23:42","2023-01-09 09:23:42","-","81683","1","0","-","-","-"
"310-2023","2503","2023-01-09 09:27:42","Ganadas","744.000000","14266.4232000000","68","168","S3-308","115-2023","90062606","Calibración de microscopio. Servicio realizado con acreditamiento A2LA. Servicio de calibración Oro.","2023-01-09 10:40:12","MESS-CT-310-2023","2023-01-09 09:27:42","2023-01-09 09:27:42","-","82328","1","52388","ZEISS","SteREO Discovery.V8","3911007912"
"8302-2022","458","2022-07-13 09:05:40","Ganadas","900.000000","18709.3800000000","68","352","G3-86","113-2023","4501259032","Renta de equipo","2023-01-09 09:44:30","MESS-SCT-6452-2022","2022-07-13 08:21:59","2022-07-13 08:49:48","-","75037","1","52258","-","-","-"
"14084-2022","580","2022-11-23 10:51:05","Canceladas","59700.000000","1162161.9900000000","160","363","P6-603","SIN OV","SIN PO","KREON ACE 7 AXES SKYLINE WIDE - 2.5 m","","MESS-SCT-10693-2022","2022-11-22 12:50:06","2022-11-22 12:56:11","-","80819","1","57008","-","-","-"
